bulan,kode_outlet,no_penerimaan,no_retur,kode_obat,kode_kreditur,satuan_utuh,isi,qty_retur,harga_satuan,jml_retur,is_konsinyasi
3,BX31,RC1112TN087468167,RE1112TN0647258L,13088722,1000011509,BT,1,2,141807,283613,FALSE
3,BX26,RC1112TH07955912O,RE1112TH0647411I,13087864,1000003470,PC,1,3,8284,24852,FALSE
3,BX40,RC1113F205691403O,RE1113F20641115H,13086065,1000003198,BT,1,2,6364,12727,FALSE
3,BX50,RC1113UR05995717J,RE1113UR06404600,13084446,1000002450,KLG,1,1,118750,118750,FALSE
3,BX38,RC11135408394862C,RE11135406427566,13022651,1000002450,BT,1,3,37050,111150,FALSE
3,BX32,RC1112TP08700945E,RE1112TP06425335,13088722,1000011509,BT,1,2,141807,283613,FALSE
3,BX32,RC1112TP07703660R,RE1112TP06425344,13086379,1000010904,BH,1,2,71352,142703,FALSE
3,BX01,RC1112NJ06666249Q,RE1112NJ06436779,12000315,1000000043,DUS,50,50,200181,200181,FALSE
3,BX09,RC1112RH08029028D,RE1112RH0643616M,13076686,1000002450,BT,1,1,11400,11400,FALSE
3,BX26,RC1112TH08229745Q,RE1112TH0643205Q,13078880,1000002432,BT,1,4,89240,356960,FALSE
3,BX52,RC1114YY011189167I,RE1114YY0650492Q,13095689,1000010131,DUS,1,41,17980,737176,FALSE
3,BX51,RC11142X07787009E,RE11142X06439425,13087683,1000003470,PC,1,4,17101,68404,FALSE
3,BX04,RC1112R1011069924L,RE1112R10648713J,11000391,2000000025,TUB,1,50,2604,130163,FALSE
3,BX07,RC1112R907303978G,RE1112R90644279Q,13083638,1000003198,DUS,120,120,557,66736,FALSE
3,BX07,RC1112R908232855K,RE1112R906442912,12010432,1000003470,DUS,30,30,9000,270000,FALSE
3,BX34,RC11135N06903216R,RE11135N0638573D,13083638,1000003198,DUS,120,30,557,16684,FALSE
3,BX08,RC1112RE03015124D,RE1112RE0639027K,13079139,1000002823,DUS,1,2,117600,235200,FALSE
3,BX38,RC11135407022444B,RE1113540638799C,13035677,1000002580,DUS,1,1,208000,208000,FALSE
3,BX35,RC111351081340894,RE1113510638966P,13015455,1000003470,TUB,1,4,34700,138800,FALSE
3,BX26,RC1112TH082382738,RE1112TH0651347I,13084190,1000002450,KLG,1,1,149720,149720,FALSE
3,BX36,RC111352086292238,RE11135206447477,13088346,1000011484,DUS,5,5,260000,1300000,FALSE
3,BX08,RC1112RE056855851,RE1112RE0639120Q,13086066,1000003198,BT,1,2,10593,21185,FALSE
3,BX36,RC11135208247980O,RE1113520634154F,13020722,1000000043,DUS,1,1,75491,75491,FALSE
3,BX29,RC1112TL08466056M,RE1112TL0638934P,13078880,1000002432,BT,1,2,90160,180320,FALSE
3,BX04,RC1112R1087433774,RE1112R10638374B,13088722,1000011509,BT,1,1,141807,141807,FALSE
3,BX35,RC111351087445143,RE1113510638605D,13088722,1000011509,BT,1,2,141807,283613,FALSE
3,BX32,RC1112TP074754773,RE1112TP0628364I,13023367,1000002432,BT,1,4,69840,279360,FALSE
3,BX22,RC1112T909674153J,RE1112T90646168N,13021218,1000002450,BT,1,1,11400,11400,FALSE
3,BX20,RC1112T708505636P,RE1112T70646202G,13084969,1000000043,BT,1,3,18783,56347,FALSE
3,BX50,RC1113UR053159286,RE1113UR0640087L,13077427,1000003470,DUS,1,1,48500,48500,FALSE
3,BX14,RC1112RT078490864,RE1112RT06421075,13087864,1000003470,PC,1,8,8284,66272,FALSE
3,BX19,RC1112T607803480B,RE1112T60645102L,13083345,1000003271,BT,1,3,67925,203775,FALSE
3,BX20,RC1112T7049208144,RE1112T706462740,13085231,1000010072,DUS,25,25,3910,97727,FALSE
3,BX50,RC1113UR08239070M,RE1113UR0639697O,12000822,1000000043,BT,1,1,38665,38665,FALSE
3,BX20,RC1112T706101261O,RE1112T70646484O,13086245,1000003198,BT,1,3,42874,128622,FALSE
3,BX21,RC1112T8090551219,RE1112T80642396R,13079278,1000003470,BT,1,3,16483,49448,FALSE
3,BX20,RC1112T706665318K,RE1112T70646390R,13083651,1000002450,DUS,30,30,7320,219600,FALSE
3,BX20,RC1112T709430629I,RE1112T706463285,13084192,1000002450,DUS,1,1,78909,78909,FALSE
3,BX26,RC1112TH04563010,RE1112TH0647405G,13078178,1000000043,BT,1,1,59589,59589,FALSE
3,BX40,RC1113F2056399179,RE1113F20641217E,13022846,1000003198,TUB,1,1,29663,29663,FALSE
3,BX25,RC1112TF030359684,RE1112TF0641930Q,13019570,1000003470,BT,1,1,90882,90882,FALSE
3,BX42,RC1113EW080340640,RE1113EW06400637,13084194,1000002450,KLG,1,7,292125,2044875,FALSE
3,BX52,RC1114YY079925056,RE1114YY0647745H,13084194,1000002450,KLG,1,7,292125,2044875,FALSE
3,BX50,RC1113UR07901000A,RE1113UR06400168,13019570,1000003470,BT,1,4,93605,374420,FALSE
3,BX22,RC1112T904601768N,RE1112T90647466K,12000822,1000000043,BT,1,2,38665,77330,FALSE
3,BX42,RC1113EW08614249E,RE1113EW06400388,13088345,1000011484,BH,1,2,299000,598000,FALSE
3,BX04,RC1112R1010911564L,RE1112R10647918E,13008301,1000003271,BT,1,5,32900,164500,FALSE
3,BX04,RC1112R1090919208,RE1112R10648140M,12000746,1000000043,BT,1,1,19665,19665,FALSE
3,BX34,RC11135N07994520B,RE11135N06419252,13020557,1000002450,KLG,1,2,149720,299440,FALSE
3,BX34,RC11135N07994520B,RE11135N06419252,13086976,1000002450,KLG,1,1,127149,127149,FALSE
3,BX52,RC1114YY07677765Q,RE1114YY0648369B,13020721,1000000043,DUS,1,1,35411,35411,FALSE
3,BX32,RC1112TP07792207A,RE1112TP06424265,13087623,1000003470,PAK,14,17,13338,226746,FALSE
3,BX32,RC1112TP09898382R,RE1112TP0642448R,12001280,1000000212,BT,1,1,19530,19530,FALSE
3,BX01,RC1112NJ062029189,RE1112NJ06434031,13020555,1000000043,DUS,1,1,92356,92356,FALSE
3,BX51,RC11142X085560126,RE11142X0643911C,13087623,1000003470,PAK,1,7,13338,93366,FALSE
3,BX40,RC1113F203059549G,RE1113F206364342,13020259,1000002823,DUS,1,1,34269,34269,FALSE
3,BX01,RC1112NJ059577711,RE1112NJ0644619H,13020826,1000000043,KLG,1,1,151763,151763,FALSE
3,BX38,RC11135407502728Q,RE1113540633411L,13020722,1000000043,DUS,1,1,71218,71218,FALSE
3,BX04,RC1112R107623218H,RE1112R10631589G,12005933,2000000025,DUS,1,1,175260,175260,FALSE
3,BX11,RC1112RM011198293P,RE1112RM06513766,13022917,1000003970,DUS,100,100,1330,133000,FALSE
3,BX19,RC1112T607842676H,RE1112T60630362I,13084406,1000002823,BH,1,2,103609,207218,FALSE
3,BX43,RC1113L3083763159,RE1113L306391796,13078880,1000002432,BT,1,2,90160,180320,FALSE
3,BX21,RC1112T8010741912D,RE1112T80637014B,12000736,1000000043,DUS,60,120,1061,127205,FALSE
3,BX29,RC1112TL09291613J,RE1112TL0638893F,13019571,1000003470,BT,1,2,101850,203700,FALSE
3,BX03,RC1112QX0110793818,RE1112QX0627979M,12005355,1000002450,DUS,50,100,8794,879316,FALSE
3,BX03,RC1112QX0110793818,RE1112QX0627979M,13004264,1000002450,TUB,1,4,37424,149694,FALSE
3,BX35,RC11135108382296N,RE1113510638702F,13082698,1000003470,BT,1,5,118750,593750,FALSE
3,BX31,RC1112TN08134358J,RE1112TN06383410,13084033,1000000043,DUS,1,1,73754,73754,FALSE
3,BX04,RC1112R102823089K,RE1112R10636042Q,13022565,1000002432,DUS,1,1,399500,399500,FALSE
3,BX25,RC1112TF05530496B,RE1112TF06284836,13086085,1000000043,BH,1,1,97000,97000,FALSE
3,BX08,RC1112RE038735964,RE1112RE0639302Q,13078489,1000003259,TUB,1,5,179540,897696,FALSE
3,BX20,RC1112T7082203482,RE1112T70646323A,13086471,1000000043,BT,1,1,23412,23412,FALSE
3,BX19,RC1112T6087235812,RE1112T60641904J,13088722,1000011509,BT,1,2,141807,283613,FALSE
3,BX50,RC1113UR08144106J,RE1113UR06397279,13080912,1000002432,TUB,1,1,53615,53615,FALSE
3,BX12,RC1112RP07141186Q,RE1112RP06408268,13022700,1000002580,DUS,60,50,5035,251750,FALSE
3,BX09,RC1112RH011167790A,RE1112RH0651266J,11002454,2000000025,DUS,2,2,106260,212520,FALSE
3,BX40,RC1113F208161498A,RE1113F206403693,13086990,1000002450,SC,1,2,67500,135000,FALSE
3,BX26,RC1112TH010720084J,RE1112TH0647399N,12003821,1000003470,BT,1,1,33756,33756,FALSE
3,BX13,RC1112RR055512018,RE1112RR06419118,13086084,1000000043,BH,1,1,34100,34100,FALSE
3,BX52,RC1114YY07152912J,RE1114YY0647616N,13079296,1000003470,RLL,1,16,20020,320318,FALSE
3,BX41,RC1113F1053618013,RE1113F106417493,13015256,1000003470,BH,1,1,28416,28416,FALSE
3,BX04,RC1112R1010911564L,RE1112R10647918E,12001067,1000003271,TUB,1,3,45120,135360,FALSE
3,BX52,RC1114YY07618552K,RE1114YY0647623O,13023143,1000003470,BT,1,5,18420,92098,FALSE
3,BX14,RC1112RT075472485,RE1112RT0641771L,13070817,1000002432,TUB,1,1,68875,68875,FALSE
3,BX40,RC1113F205691403O,RE1113F20641115H,13086067,1000003198,BT,1,2,6364,12727,FALSE
3,BX34,RC11135N09059728R,RE11135N0640984L,13079277,1000003470,BT,1,9,16483,148343,FALSE
3,BX32,RC1112TP077913582,RE1112TP0642421A,13085807,1000000043,TUB,1,1,55220,55220,FALSE
3,BX33,RC11132P075013136,RE11132P0643186K,13087621,1000000043,PC,1,1,81911,81911,FALSE
3,BX32,RC1112TP07937283F,RE1112TP06425148,13020267,1000002823,BH,1,3,71450,214350,FALSE
3,BX51,RC11142X06476262Q,RE11142X06440806,13015252,1000003470,BT,1,1,19344,19344,FALSE
3,BX51,RC11142X05599125K,RE11142X0643966P,13086208,1000003470,DUS,10,10,9118,91180,FALSE
3,BX25,RC1112TF07898344N,RE1112TF06431151,13087495,1000003470,PC,1,4,27580,110320,FALSE
3,BX51,RC11142X080183634,RE11142X0643758R,13021317,1000003271,BT,1,1,13639,13639,FALSE
3,BX09,RC1112RH07866062A,RE1112RH0643283F,13085447,1000000043,DUS,1,1,6912,6912,FALSE
3,BX25,RC1112TF08061232L,RE1112TF0643190I,13076704,1000003271,DUS,1,1,12454,12454,FALSE
3,BX09,RC1112RH08029028D,RE1112RH0643742J,13084194,1000002450,KLG,1,1,292125,292125,FALSE
3,BX51,RC11142X09289211O,RE11142X06439336,13083520,1000003470,TUB,1,1,32592,32592,FALSE
3,BX35,RC111351010233270Q,RE1113510643372E,13022631,1000003470,BT,1,1,80947,80947,FALSE
3,BX33,RC11132P078842267,RE11132P0643387H,13087494,1000003470,PC,1,3,18420,55260,FALSE
3,BX07,RC1112R9056660633,RE1112R90643967P,13085943,1000003271,TUB,1,2,118750,237500,FALSE
3,BX01,RC1112NJ0103907320,RTW1112NJ0124905L,13084970,1000012040,DUS,1,2,60545,121090,FALSE
3,BX36,N1115HM019579481J ,RTW1113520125542R,13091346,1000011965,DUS,12,31,3075,95325,FALSE
3,BX36,N1115HM019579481J ,RTW11135201255411,13091344,1000011965,DUS,12,10,0,0,FALSE
3,BX36,Receive Order from ,RTW1113520125543P,13091345,1000011965,DUS,20,54,4162,224748,FALSE
3,BX19,RR1112T602580722K,RTW1112T60124931Q,13005184,1000004299,DUS,30,30,7503,204607,FALSE
3,BX27,RC1112TJ08086953E,RTW1112TJ0125295C,13004507,1000002823,TUB,1,2,0,0,FALSE
3,BX03,RC1112QX010926588L,RTW1112QX0125577O,13010221,1000000043,BT,1,1,0,0,FALSE
3,BX01,RC1112NJ06676378L,RTW1112NJ0125584M,13079359,1000002450,SC,1,4,53986,215944,FALSE
3,BX01,RC1112NJ06676378L,RTW1112NJ0125584M,13022647,1000002450,DUS,10,200,2475,470250,FALSE
3,BX50,RR1113UR02588628C,RTW1113UR0125808K,13087269,1000000043,BH,1,1,438,438,FALSE
3,BX40,RC1113F20106083315,RTW1113F20124834Q,12000704,1000000043,DUS,1,2,0,0,FALSE
3,BX27,RC1112TJ085386113,RTW1112TJ0125603H,13088722,1000011509,BT,1,4,147715,567226,FALSE
3,BX27,RC1112TJ08086953E,RTW1112TJ0125602J,13020728,1000003970,KLG,1,1,0,0,FALSE
3,BX40,11,RTW1113F201250294,13091297,1000012040,DUS,1,7,8364,58548,FALSE
3,BX40,122,RTW1113F20125032H,13020267,1000012040,BH,1,1,69350,69350,FALSE
3,BX40,456,RTW1113F20125033F,13020251,1000012040,BH,1,1,71600,71600,FALSE
3,BX40,5611,RTW1113F20125034D,13020277,1000012040,BH,1,1,71450,71450,FALSE
3,BX40,1156,RTW1113F201250377,13089359,1000003259,PC,1,2,70000,140000,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13076979,1000003470,DUS,30,30,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,12005270,1000003470,DUS,30,30,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13003312,1000003470,DUS,30,30,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13002605,1000003470,DUS,28,28,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13006454,1000003470,DUS,30,30,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13006711,1000003470,DUS,10,10,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13002559,1000003470,DUS,10,20,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13004568,1000003470,TUB,1,1,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13006470,1000003470,DUS,30,30,0,0,FALSE
3,BX27,RC1112TJ0101268767,RTW1112TJ0125061R,13010871,1000003470,DUS,60,60,0,0,FALSE
3,BX50,RC1113UR024141553,RTW1113UR0125261C,13020715,1000002580,KLG,1,2,224402,448804,FALSE
3,BX40,116116,RTW1113F201252852,13088346,1000011484,DUS,5,5,260000,1300000,FALSE
3,BX27,RC11135307774680M,RTW1112TJ0125670G,13086379,1000010904,BH,1,4,89189,285405,FALSE
3,BX27,RC11135307774680M,RTW1112TJ0125670G,13086382,1000010904,BH,1,2,114865,183784,FALSE
3,BX27,RC1112TJ084331391,RTW1112TJ0125672C,13088020,1000003470,DUS,12,47,0,0,FALSE
3,BX40,2363,RTW1113F201252844,13088345,1000011484,BH,1,2,299000,598000,FALSE
3,BX03,RC1112QX011155225P,RTW1112QX0125206B,13004259,1000002432,TUB,1,1,0,0,FALSE
3,BX08,RC1112RE018165216,RTW1112RE0125238M,11001509,2000000025,DUS,100,3636,1234,4262483,FALSE
3,BX38,RC11135407449687A,RTW11135401252530,13087683,1000003470,PC,1,4,22430,89720,FALSE
3,BX35,1234567,RTW11135101254810,11001576,1000001864,DUS,100,100,170,17000,FALSE
3,BX14,N1112QX011569150L ,RTW1112RT01253384,13084190,1000002450,KLG,1,2,167359,334718,FALSE
3,BX27,RC1112TJ07823716P,RTW1112TJ01254958,13084904,1000000043,PC,1,1,138286,134137,FALSE
5,BX52,RR1114YY024129971,RE1114YY0667077E,13095585,1000002358,BT,1,2,0,0,TRUE
5,BX31,RR1112TN025951567,RE1112TN0665768G,13096069,1000002358,BT,1,2,0,0,TRUE
5,BX19,RR1112T6025968915,RE1112T606659094,13021980,1000002358,BT,1,1,0,0,TRUE
5,BX31,RR1112TN01988199M,RE1112TN06709087,13086145,1000010086,BT,1,1,0,0,TRUE
5,BX31,RR1112TN01419601R,RE1112TN0670911C,13085359,1000010086,BT,1,3,0,0,TRUE
5,BX21,RR1112T802424184R,RE1112T80666670O,13085191,1000003862,BT,1,1,0,0,TRUE
5,BX12,RR1112RP025728064,RE1112RP06657141,13021864,1000003862,BT,1,1,0,0,TRUE
5,BX12,RR1112RP02596458N,RE1112RP0665716R,13084754,1000003862,BT,1,2,0,0,TRUE
5,BX40,RR1113F2019050640,RE1113F206709309,13089440,1000002358,BT,1,2,0,0,TRUE
5,BX40,RR1113F2021169099,RE1113F206709318,13089440,1000002358,BT,1,1,0,0,TRUE
5,BX40,RR1113F202327108M,RE1113F206709327,13095585,1000002358,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02595540R,RE1112NJ06665683,13083737,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02595540R,RE1112NJ06665683,13085554,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02595540R,RE1112NJ06665683,13021858,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02595540R,RE1112NJ06665683,13085242,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02468546J,RE1112NJ06665736,13085243,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02468546J,RE1112NJ06665736,13091289,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02494175O,RE1112NJ0666560B,13084754,1000003862,BT,1,2,0,0,TRUE
5,BX01,RR1112NJ02494175O,RE1112NJ0666560B,13021810,1000003862,BT,1,2,0,0,TRUE
5,BX01,RR1112NJ02494175O,RE1112NJ0666560B,13084208,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02494175O,RE1112NJ0666560B,13084686,1000003862,BT,1,1,0,0,TRUE
5,BX19,RR1112T6022469958,RE1112T606659076,13095388,1000002358,BT,1,2,0,0,TRUE
5,BX19,RR1112T6022469958,RE1112T606659076,13091378,1000002358,BT,1,1,0,0,TRUE
5,BX14,RR1112RT02539997B,RE1112RT0674334L,13021969,1000002358,BT,1,1,0,0,TRUE
5,BX39,RR1113F402502676C,RE1113F406658976,13089440,1000002358,BT,1,2,0,0,TRUE
5,BX14,RR1112RT02377960O,RE1112RT0674336J,13081427,1000003862,BT,1,1,0,0,TRUE
5,BX14,RR1112RT02470943Q,RE1112RT0674338H,13085408,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02638569F,RE1112NJ0667621F,13091378,1000002358,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02638569F,RE1112NJ0667621F,13095388,1000002358,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02638569F,RE1112NJ0667621F,13095585,1000002358,BT,1,4,0,0,TRUE
5,BX01,RR1112NJ02638569F,RE1112NJ0667621F,13089440,1000002358,BT,1,4,0,0,TRUE
5,BX19,RR1112T602644549B,RE1112T60674342A,13085352,1000010086,BT,1,1,0,0,TRUE
5,BX11,RR1112RM02622586H,RE1112RM06676224,13021780,1000003862,BT,1,2,0,0,TRUE
5,BX19,RR1112T602644549B,RE1112T606743439,13087481,1000010086,BT,1,2,0,0,TRUE
5,BX39,RR1113F402405367F,RE1113F406658958,13091295,1000002358,BT,1,1,0,0,TRUE
5,BX38,RR111354025508679,RE1113540667737P,13095585,1000002358,BT,1,1,0,0,TRUE
5,BX19,RR1112T602577303N,RE1112T606743448,13095186,1000010086,BT,1,1,0,0,TRUE
5,BX22,RR1112T90232901A,RE1112T90666966F,13021838,1000003862,BT,1,1,0,0,TRUE
5,BX22,RR1112T902609842G,RE1112T90666970J,13085627,1000003862,BT,1,1,0,0,TRUE
5,BX22,RR1112T9020357002,RE1112T90666957G,13089332,1000002358,BT,1,2,0,0,TRUE
5,BX34,RR11135N02583611A,RE11135N0665960H,13021713,1000003564,BT,1,1,0,0,TRUE
5,BX31,RR1112TN026063230,RE1112TN0666640R,13087111,1000003564,BT,1,1,0,0,TRUE
5,BX33,RR11132P02522502N,RE11132P0665929F,13085356,1000010086,BT,1,1,0,0,TRUE
5,BX19,RR1112T602600963P,RE1112T606743475,13095183,1000010086,BT,1,1,0,0,TRUE
5,BX22,RR1112T9019050360,RE1112T90666958F,13089440,1000002358,BT,1,1,0,0,TRUE
5,BX09,RR1112RH02493666E,RE1112RH0665799O,13021496,1000003200,BT,1,10,0,0,TRUE
5,BX22,RR1112T902254372M,RE1112T90666959E,13091295,1000002358,BT,1,1,0,0,TRUE
5,BX52,RR1114YY02433343L,RE1114YY0666035Q,13084564,1000009801,BT,1,3,0,0,TRUE
5,BX19,RR1112T6022852898,RE1112T606659129,13089440,1000002358,BT,1,4,0,0,TRUE
5,BX40,RC1113F2011286846O,RE1113F20667546K,13020138,1000002432,BT,1,1,24440,24440,FALSE
5,BX40,RC1113F2011286846O,RE1113F20667546K,13005909,1000002432,DUS,40,40,893,35720,FALSE
5,BX22,RR1112T9022321526,RE1112T90666965G,13091378,1000002358,BT,1,2,0,0,TRUE
5,BX22,RR1112T9026260613,RE1112T90666972H,13084535,1000003862,BT,1,4,0,0,TRUE
5,BX01,RR1112NJ02622689J,RE1112NJ0666211N,13096161,1000003862,BT,1,1,0,0,TRUE
5,BX07,RR1112R902537453L,RE1112R90665945P,13087503,1000010086,DUS,1,2,0,0,TRUE
5,BX52,RR1114YY02500773I,RE1114YY0666034R,13086217,1000009801,BT,1,2,0,0,TRUE
5,BX09,RR1112RH026115573,RE1112RH0665798P,13095092,1000009801,BT,1,3,0,0,TRUE
5,BX34,RR11135N02597639E,RE11135N0665959A,13085496,1000003564,BT,1,1,0,0,TRUE
5,BX31,RR1112TN02471174I,RE1112TN0666656J,13095091,1000009801,BT,1,1,0,0,TRUE
5,BX31,RR1112TN02603086P,RE1112TN06670154,13083737,1000003862,BT,1,6,0,0,TRUE
5,BX38,RR11135406045029,RE1113540666768K,13018262,1000003001,BH,1,1,0,0,TRUE
5,BX22,RR1112T9022052717,RE1112T90666960L,13095388,1000002358,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02572893H,RE1112NJ06665692,13021857,1000003862,BT,1,1,0,0,TRUE
5,BX31,RR1112TN02030993F,RE1112TN0666639K,13021688,1000003564,BT,1,1,0,0,TRUE
5,BX25,RR1112TF025570191,RE1112TF0667527B,13022291,1000003384,BT,1,1,0,0,TRUE
5,BX22,RR1112T902455246G,RE1112T90666968D,13021771,1000003862,BT,1,1,0,0,TRUE
5,BX19,RR1112T602043398J,RE1112T606743617,13084686,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ025365608,RE1112NJ06665781,13081427,1000003862,BT,1,1,0,0,TRUE
5,BX01,RR1112NJ02599879O,RE1112NJ06665656,13021771,1000003862,BT,1,1,0,0,TRUE
5,BX43,RR1113L3026125866,RE1113L306662985,13021858,1000003862,BT,1,1,0,0,TRUE
5,BX19,RR1112T6022401275,RE1112T606659138,13089440,1000002358,BT,1,2,0,0,TRUE
5,BX07,RR1112R902261465J,RE1112R90666934Q,13085365,1000010086,BT,1,2,0,0,TRUE
5,BX26,RC1112TH08968422Q,RE1112TH06663682,13084022,1000000043,DUS,1,1,34708,34708,FALSE
5,BX31,RR1112TN02340559A,RE1112TN0667580I,13091311,1000011699,BT,1,1,0,0,TRUE
5,BX31,RR1112TN02340559A,RE1112TN0667580I,13091310,1000011699,BT,1,2,0,0,TRUE
5,BX21,RR1112T8024907647,RE1112T80666004C,13095388,1000002358,BT,1,1,0,0,TRUE
5,BX31,RR1112TN020404125,RE1112TN0667584E,13091310,1000011699,BT,1,1,0,0,TRUE
5,BX25,RR1112TF01888473J,RE1112TF0671346L,13021689,1000003564,BT,1,1,0,0,TRUE
5,BX25,RR1112TF020295835,RE1112TF0671338L,13022277,1000003384,BT,1,2,0,0,TRUE
5,BX33,RR11132P02632895R,RE11132P06712068,13084961,1000008329,BT,1,3,0,0,TRUE
5,BX51,RR11142X022677375,RE11142X0676936M,13085243,1000003862,BT,1,1,0,0,TRUE
5,BX20,RR1112T701152359,RE1112T70677100E,13079715,1000003384,BT,1,3,0,0,TRUE
5,BX33,RR11132P025996004,RE11132P06712077,13084961,1000008329,BT,1,1,0,0,TRUE
5,BX13,RR1112RR024345691,RE1112RR0676909H,13084755,1000003862,BT,1,1,0,0,TRUE
5,BX13,RR1112RR024345691,RE1112RR0676909H,13084686,1000003862,BT,1,1,0,0,TRUE
5,BX04,RR1112R1026106288,RE1112R106795574,13021604,1000003564,BT,1,1,0,0,TRUE
5,BX14,RR1112RT025302596,RE1112RT06728966,13021631,1000003564,BT,1,1,0,0,TRUE
5,BX14,RR1112RT025302596,RE1112RT06728966,13021646,1000003564,BT,1,2,0,0,TRUE
5,BX38,RR11135402656421Q,RE1113540681987N,13085513,1000003862,BT,1,1,0,0,TRUE
5,BX38,RR11135402518376K,RE1113540682007I,13077810,1000003384,BT,1,1,0,0,TRUE
5,BX33,RR11132P02230641M,RE11132P06712139,13022352,1000003384,BT,1,1,0,0,TRUE
5,BX13,RR1112RR01944251J,RE1112RR0676917H,13087964,1000003862,BT,1,1,0,0,TRUE
5,BX38,RR111354026160941,RE1113540682005K,13079391,1000003564,DUS,1,1,0,0,TRUE
5,BX13,RR1112RR022309392,RE1112RR0676925H,13021788,1000003862,BT,1,1,0,0,TRUE
5,BX25,RR1112TF02467926F,RE1112TF0678911C,13021863,1000003862,BT,1,1,0,0,TRUE
5,BX33,RR11132P02554154E,RE11132P06712086,13076744,1000003384,BT,1,3,0,0,TRUE
5,BX33,RR11132P02554154E,RE11132P06712086,13084868,1000003384,BT,1,1,0,0,TRUE
5,BX33,RR11132P02554154E,RE11132P06712086,13022342,1000003384,BT,1,1,0,0,TRUE
5,BX14,RR1112RT02608145E,RE1112RT06728797,13086216,1000009801,BT,1,2,0,0,TRUE
5,BX19,RR1112T6026159010,RE1112T60675459Q,13083470,1000003564,BT,1,5,0,0,TRUE
5,BX25,RR1112TF02183827I,RE1112TF0671136P,13081427,1000003862,BT,1,1,0,0,TRUE
5,BX26,RR1112TH02575552N,RE1112TH0669692L,13021619,1000003564,BT,1,1,0,0,TRUE
5,BX26,RR1112TH02136981P,RE1112TH0671058G,13085359,1000010086,BT,1,2,0,0,TRUE
5,BX26,RR1112TH02136981P,RE1112TH0671058G,13085933,1000010086,BT,1,4,0,0,TRUE
5,BX38,RR11135402169390N,RE1113540682004L,13021645,1000003564,BT,1,1,0,0,TRUE
5,BX21,RR1112T802331001H,RE1112T806744185,13085798,1000003862,BT,1,1,0,0,TRUE
5,BX43,RR1113L3026395906,RE1113L306721172,13096173,1000009801,BT,1,1,0,0,TRUE
5,BX25,RR1112TF025642560,RE1112TF0671340R,13022289,1000003384,BT,1,3,0,0,TRUE
5,BX25,RR1112TF02306285B,RE1112TF0671339K,13022284,1000003384,BH,1,3,0,0,TRUE
5,BX33,RR11132P02567497L,RE11132P06712095,13085497,1000003384,BT,1,2,0,0,TRUE
5,BX33,RR11132P025995303,RE11132P0671198H,13021619,1000003564,BT,1,2,0,0,TRUE
5,BX25,RR1112TF02353487O,RE1112TF06711321,13084208,1000003862,BT,1,1,0,0,TRUE
5,BX25,RR1112TF02353487O,RE1112TF06711321,13021788,1000003862,BT,1,1,0,0,TRUE
5,BX19,RR1112T602591710M,RE1112T60672003O,13084208,1000003862,BT,1,3,0,0,TRUE
5,BX22,RR1112T9025594970,RE1112T90674166Q,13084866,1000003862,DUS,1,5,0,0,TRUE
5,BX13,RR1112RR024774238,RE1112RR06747111,13022347,1000003384,BT,1,1,0,0,TRUE
5,BX13,RR1112RR024774238,RE1112RR06747111,13022354,1000003384,BT,1,2,0,0,TRUE
5,BX13,RR1112RR024774238,RE1112RR06747111,13022387,1000003384,BT,1,2,0,0,TRUE
5,BX20,RR1112T7025870796,RE1112T70677065Q,13022337,1000003384,BT,1,1,0,0,TRUE
5,BX31,RR1112TN02624466E,RE1112TN0679085D,13096167,1000002358,BT,1,1,0,0,TRUE
5,BX20,RR1112T702632534O,RE1112T70677090P,13084868,1000003384,BT,1,2,0,0,TRUE
5,BX33,RR11132P02249283B,RE11132P0671211B,13022380,1000003384,BT,1,1,0,0,TRUE
